code,name,r,g,b,type
#ff7d64,40D — Royal Horticultural Society Colour Charts Edition V,255,125,100,Весна
#e1684f,40YR 28/563 — Dulux Colour Pallete,225,104,79,Весна
#ba974a,40YY 34/446 — Dulux Colour Pallete,186,151,74,Весна
#cfa335,40YY 41/603 — Dulux Colour Pallete,207,163,53,Весна
#dbae42,40YY 46/587 — Dulux Colour Pallete,219,174,66,Весна
#ddb351,40YY 49/546 — Dulux Colour Pallete,221,179,81,Весна
#eec158,40YY 58/565 — Dulux Colour Pallete,238,193,88,Весна
#ffd04f,40YY 69/666 — Dulux Colour Pallete,255,208,79,Весна
#e95146,41A — Royal Horticultural Society Colour Charts Edition V,233,81,70,Весна
#eb5d55,41B — Royal Horticultural Society Colour Charts Edition V,235,93,85,Весна
#ff7e73,41C — Royal Horticultural Society Colour Charts Edition V,255,126,115,Весна
#c73a3a,42A — Royal Horticultural Society Colour Charts Edition V,199,58,58,Весна
#cd5047,42B — Royal Horticultural Society Colour Charts Edition V,205,80,71,Весна
#de594d,42C — Royal Horticultural Society Colour Charts Edition V,222,89,77,Весна
#dd6e62,42D — Royal Horticultural Society Colour Charts Edition V,221,110,98,Весна
#fdcb37,42YY 64/745 — Dulux Colour Pallete,253,203,55,Весна
#d13f3e,43A — Royal Horticultural Society Colour Charts Edition V,209,63,62,Весна
#e7504b,43B — Royal Horticultural Society Colour Charts Edition V,231,80,75,Весна
#fcce45,43YY 65/687 — Dulux Colour Pallete,252,206,69,Весна
#fad06d,43YY 69/543 — Dulux Colour Pallete,250,208,109,Весна
#ffd66d,43YY 71/540 — Dulux Colour Pallete,255,214,109,Весна
#cd3e38,44A — Royal Horticultural Society Colour Charts Edition V,205,62,56,Весна
#d73d37,44B — Royal Horticultural Society Colour Charts Edition V,215,61,55,Весна
#e5554d,44C — Royal Horticultural Society Colour Charts Edition V,229,85,77,Весна
#ec6b67,44D — Royal Horticultural Society Colour Charts Edition V,236,107,103,Весна
#f9c71a,45YY 62/805 — Dulux Colour Pallete,249,199,26,Весна
#fcce3f,45YY 65/710 — Dulux Colour Pallete,252,206,63,Весна
#f7d06f,45YY 66/512 — Dulux Colour Pallete,247,208,111,Весна
#d46c4d,48YR 26/519 — Dulux Colour Pallete,212,108,77,Весна
#59b5a4,49GG 39/313 — Dulux Colour Pallete,89,181,164,Весна
#e46842,49YR 27/627 — Dulux Colour Pallete,228,104,66,Весна
#f7e871,4A — Royal Horticultural Society Colour Charts Edition V,247,232,113,Весна
#ba7058,50YR 23/365 — Dulux Colour Pallete,186,112,88,Весна
#df7f61,50YR 32/460 — Dulux Colour Pallete,223,127,97,Весна
#ddbb5b,50YY 37/519 — Dulux Colour Pallete,221,187,91,Весна
#d9b957,50YY 51/519 — Dulux Colour Pallete,217,185,87,Весна
#dfbb2d,50YY 53/687 — Dulux Colour Pallete,223,187,45,Весна
#ebc861,50YY 60/538 — Dulux Colour Pallete,235,200,97,Весна
#f1cb11,51YY 61/792 — Dulux Colour Pallete,241,203,17,Весна
#cf5c39,52YR 21/567 — Dulux Colour Pallete,207,92,57,Весна
#feda54,52YY 72/661 — Dulux Colour Pallete,254,218,84,Весна
#52c9b5,53GG 50/360 — Dulux Colour Pallete,82,201,181,Весна
#b36e56,54YR 22/344 — Dulux Colour Pallete,179,110,86,Весна
#f8d43f,54YY 69/747 — Dulux Colour Pallete,248,212,63,Весна
#f57d53,55YR 36/590 — Dulux Colour Pallete,245,125,83,Весна
#f6e151,5A — Royal Horticultural Society Colour Charts Edition V,246,225,81,Весна
#fae659,5B — Royal Horticultural Society Colour Charts Edition V,250,230,89,Весна
#c36f4e,60YR 24/439 — Dulux Colour Pallete,195,111,78,Весна
#cd8466,60YR 31/368 — Dulux Colour Pallete,205,132,102,Весна
#e79270,60YR 40/423 — Dulux Colour Pallete,231,146,112,Весна
#cab43f,60YY 47/608 — Dulux Colour Pallete,202,180,63,Весна
#dac361,60YY 55/504 — Dulux Colour Pallete,218,195,97,Весна
#f0cd2e,60YY 62/755 — Dulux Colour Pallete,240,205,46,Весна
#ebd04b,60YY 65/669 — Dulux Colour Pallete,235,208,75,Весна
#f1d561,60YY 69/583 — Dulux Colour Pallete,241,213,97,Весна
#b7a552,61YY 39/443 — Dulux Colour Pallete,183,165,82,Весна
#fce465,62YY 78/618 — Dulux Colour Pallete,252,228,101,Весна
#d56d39,63YR 26/584 — Dulux Colour Pallete,213,109,57,Весна
#d9c22a,63YY 53/710 — Dulux Colour Pallete,217,194,42,Весна
#f47d40,65YR 35/659 — Dulux Colour Pallete,244,125,64,Весна
#ead564,65YY 68/572 — Dulux Colour Pallete,234,213,100,Весна
#efda6d,65YY 70/540 — Dulux Colour Pallete,239,218,109,Весна
#dfcd4b,66YY 61/648 — Dulux Colour Pallete,223,205,75,Весна
#ccbe41,67YY 51/608 — Dulux Colour Pallete,204,190,65,Весна
#e66f32,68YR 28/701 — Dulux Colour Pallete,230,111,50,Весна
#f9a67c,68YR 50/429 — Dulux Colour Pallete,249,166,124,Весна
#e88f62,69YR 39/474 — Dulux Colour Pallete,232,143,98,Весна
#fde247,6A — Royal Horticultural Society Colour Charts Edition V,253,226,71,Весна
#fde357,6B — Royal Horticultural Society Colour Charts Edition V,253,227,87,Весна
#fde56a,6C — Royal Horticultural Society Colour Charts Edition V,253,229,106,Весна
#54b6ad,70GG 39/303 — Dulux Colour Pallete,84,182,173,Весна
#c57b55,70YR 27/404 — Dulux Colour Pallete,197,123,85,Весна
#d0c340,70YY 53/638 — Dulux Colour Pallete,208,195,64,Весна
#e4d670,70YY 66/510 — Dulux Colour Pallete,228,214,112,Весна
#cd7846,75YR 27/487 — Dulux Colour Pallete,205,120,70,Весна
#cec662,75YY 55/509 — Dulux Colour Pallete,206,198,98,Весна
#d1743a,76YR 27/558 — Dulux Colour Pallete,209,116,58,Весна
#bd7952,77YR 26/391 — Dulux Colour Pallete,189,121,82,Весна
#c8c346,77YY 52/604 — Dulux Colour Pallete,200,195,70,Весна
#ef8d4f,78YR 39/576 — Dulux Colour Pallete,239,141,79,Весна
#ee8b4c,78YR 39/593 — Dulux Colour Pallete,238,139,76,Весна
#f6d73c,7A — Royal Horticultural Society Colour Charts Edition V,246,215,60,Весна
#fbdf5b,7B — Royal Horticultural Society Colour Charts Edition V,251,223,91,Весна
#fce461,7C — Royal Horticultural Society Colour Charts Edition V,252,228,97,Весна
#dc752e,80YR 28/650 — Dulux Colour Pallete,220,117,46,Весна
#d4804a,80YR 31/508 — Dulux Colour Pallete,212,128,74,Весна
#d6834c,80YR 32/489 — Dulux Colour Pallete,214,131,76,Весна
#da8b58,80YR 34/468 — Dulux Colour Pallete,218,139,88,Весна
#d28e64,80YR 35/383 — Dulux Colour Pallete,210,142,100,Весна
#ea9e70,80YR 45/427 — Dulux Colour Pallete,234,158,112,Весна
#f2985a,83YR 44/540 — Dulux Colour Pallete,242,152,90,Весна
#eca272,84YR 46/409 — Dulux Colour Pallete,236,162,114,Весна
#f38830,85YR 38/700 — Dulux Colour Pallete,243,136,48,Весна
#f6a268,86YR 49/493 — Dulux Colour Pallete,246,162,104,Весна
#fde363,8A — Royal Horticultural Society Colour Charts Edition V,253,227,99,Весна
#55ab77,90GY 33/408 — Dulux Colour Pallete,85,171,119,Весна
#4fb275,90GY 36/453 — Dulux Colour Pallete,79,178,117,Весна
#da8236,90YR 31/605 — Dulux Colour Pallete,218,130,54,Весна
#d58c52,90YR 34/468 — Dulux Colour Pallete,213,140,82,Весна
#de8a44,90YR 34/561 — Dulux Colour Pallete,222,138,68,Весна
#e4995e,90YR 41/472 — Dulux Colour Pallete,228,153,94,Весна
#f6ad76,90YR 54/440 — Dulux Colour Pallete,246,173,118,Весна
#b8be5b,90YY 48/500 — Dulux Colour Pallete,184,190,91,Весна
#bac54c,92YY 51/593 — Dulux Colour Pallete,186,197,76,Весна
#c8d261,92YY 59/547 — Dulux Colour Pallete,200,210,97,Весна
#b9c64c,93YY 52/598 — Dulux Colour Pallete,185,198,76,Весна
#fb9d43,96YR 46/632 — Dulux Colour Pallete,251,157,67,Весна
#fdaf68,97YR 54/511 — Dulux Colour Pallete,253,175,104,Весна
#ffbf7f,99YR 62/459 — Dulux Colour Pallete,255,191,127,Весна
#ffde38,9A — Royal Horticultural Society Colour Charts Edition V,255,222,56,Весна
#ffdf4c,9B — Royal Horticultural Society Colour Charts Edition V,255,223,76,Весна
#ffe576,9C — Royal Horticultural Society Colour Charts Edition V,255,229,118,Весна
#db7463,A12-6 — Ace Paint,219,116,99,Весна
#ef7f75,A13-6 — Ace Paint,239,127,117,Весна
#c75240,A13-7 — Ace Paint,199,82,64,Весна
#e5745a,A14-6 — Ace Paint,229,116,90,Весна
#d54d32,A14-7 — Ace Paint,213,77,50,Весна
#d26446,A15-7 — Ace Paint,210,100,70,Весна
#f18362,A16-6 — Ace Paint,241,131,98,Весна
#e76434,A16-7 — Ace Paint,231,100,52,Весна
#f68954,A17-6 — Ace Paint,246,137,84,Весна
#e86c35,A17-7 — Ace Paint,232,108,53,Весна
#ee8f58,A18-6 — Ace Paint,238,143,88,Весна
#d36934,A18-7 — Ace Paint,211,105,52,Весна
#ffba7e,A19-5 — Ace Paint,255,186,126,Весна
#fb8f20,A19-6 — Ace Paint,251,143,32,Весна
#f17e2f,A19-7 — Ace Paint,241,126,47,Весна
#ffc36b,A20-5 — Ace Paint,255,195,107,Весна
#ffad3b,A20-6 — Ace Paint,255,173,59,Весна
#ff962b,A20-7 — Ace Paint,255,150,43,Весна
#ffc658,A21-5 — Ace Paint,255,198,88,Весна
#ffbb3b,A21-6 — Ace Paint,255,187,59,Весна
#ffa211,A21-7 — Ace Paint,255,162,17,Весна
#ffd47c,A22-4 — Ace Paint,255,212,124,Весна
#ffc03e,A22-5 — Ace Paint,255,192,62,Весна
#ffbd39,A22-6 — Ace Paint,255,189,57,Весна
#f5a72b,A22-7 — Ace Paint,245,167,43,Весна
#ffd766,A23-5 — Ace Paint,255,215,102,Весна
#ffca2f,A23-6 — Ace Paint,255,202,47,Весна
#fed766,A24-5 — Ace Paint,254,215,102,Весна
#fcd257,A24-6 — Ace Paint,252,210,87,Весна
#ffcb34,A24-7 — Ace Paint,255,203,52,Весна
#ffd73b,A25-6 — Ace Paint,255,215,59,Весна
#fed35e,A26-5 — Ace Paint,254,211,94,Весна
#ffd864,A26-6 — Ace Paint,255,216,100,Весна
#fdd97d,A27-4 — Ace Paint,253,217,125,Весна
#f6cb52,A27-5 — Ace Paint,246,203,82,Весна
#e1b831,A27-6 — Ace Paint,225,184,49,Весна
#d5b030,A27-7 — Ace Paint,213,176,48,Весна
#f0cc4f,A28-5 — Ace Paint,240,204,79,Весна
#f0ca41,A28-6 — Ace Paint,240,202,65,Весна
#e4d466,A29-5 — Ace Paint,228,212,102,Весна
#e2cb43,A29-6 — Ace Paint,226,203,67,Весна
#d7d76a,A30-5 — Ace Paint,215,215,106,Весна
#d0cc3c,A30-6 — Ace Paint,208,204,60,Весна
#c6d96b,A31-5 — Ace Paint,198,217,107,Весна
#bed054,A31-6 — Ace Paint,190,208,84,Весна
#a3c259,A32-6 — Ace Paint,163,194,89,Весна
#58b4b1,A37-5 — Ace Paint,88,180,177,Весна
#d04341,A9-7 — Ace Paint,208,67,65,Весна
#dacd65,acacia,218,205,101,Весна
#eb8a44,ACAPULCO SUN — Colour Smart – P230-7,235,138,68,Весна
#badf30,acid-lime,186,223,48,Весна
#eda740,Acorn Squash,237,167,64,Весна
#bf7746,Adobe Dusk,191,119,70,Весна
#efbf4d,Adonis Rose Yellow,239,191,77,Весна
#d8cb4b,Advertisement Green,216,203,75,Весна
#c5a546,Afghan Tan CRT,197,165,70,Весна
#dd9756,African Lion,221,151,86,Весна
#b5865a,ALMOND BRITTLE — Colour Smart – S270-6,181,134,90,Весна
#c97863,ALOE BLOSSOM — Colour Smart – MQ4-33,201,120,99,Весна
#ffb24e,ALOHA — KILZ – LH240,255,178,78,Весна
#efad55,amber,239,173,85,Весна
#d7a361,AMBER BREW — Colour Smart – MQ4-10,215,163,97,Весна
#f6bc77,Amber Dawn,246,188,119,Весна
#e7c16f,Amber Fields,231,193,111,Весна
#c19552,amber-gold,193,149,82,Весна
#fab75a,amber-yellow,250,183,90,Весна
#dc793e,amberglow,220,121,62,Весна
#df965b,AMIABLE ORANGE — Colour Smart – M230-6,223,150,91,Весна
#ee5851,Amour,238,88,81,Весна
#3ddc84,Android green,61,220,132,Весна
#ccc14d,ANIME — Colour Smart – P340-5,204,193,77,Весна
#d4a24e,Antique Brass,212,162,78,Весна
#ecae58,Antique Brass,236,174,88,Весна
#b39355,Antique Honey,179,147,85,Весна
#c68e3f,Anzac,198,142,63,Весна
#d3a95c,Apache,211,169,92,Весна
#da995f,Apple Cider,218,153,95,Весна
#c9b64c,Appletini,201,182,76,Весна
#e48f67,Apricot,228,143,103,Весна
#f19035,apricot,241,144,53,Весна
#cc7e5b,Apricot Brown,204,126,91,Весна
#ffce79,Apricot Glow,255,206,121,Весна
#eea06d,Apricot Pie,238,160,109,Весна
#c26a5a,apricot-brandy,194,106,90,Весна
#cd7e4d,apricot-buff,205,126,77,Весна
#c86b3c,apricot-orange,200,107,60,Весна
#dd9760,apricot-tan,221,151,96,Весна
#d77b39,APRIKOSE 0 — Caparol Color Compact,215,123,57,Весна
#e9964b,APRIKOSE 12 — Caparol Color Compact,233,150,75,Весна
#f8b567,APRIKOSE 13 — Caparol Color Compact,248,181,103,Весна
#3ffcc6,Aquamarine,63,252,198,Весна
#d16f52,arabesque,209,111,82,Весна
#dfb458,Arabian Gold,223,180,88,Весна
#b06455,aragon,176,100,85,Весна
#45bcb3,Arctic Green,69,188,179,Весна
#d0ff14,Arctic Lime,208,255,20,Весна
#e4ab69,Arizona - 346 — Viero - Tollens,228,171,105,Весна
#f2ab46,artisans-gold,242,171,70,Весна
#54b490,ARUBA GREEN — Colour Smart – MQ4-16,84,180,144,Весна
#d6ae4e,Asian Tea,214,174,78,Весна
#b9cb5a,Asparagus Fern,185,203,90,Весна
#ffd662,aspen-gold,255,214,98,Весна
#7dd635,Atlantis,125,214,53,Весна
#9cd03b,Atlantis,156,208,59,Весна
#ffa824,Aureoline Yellow,255,168,36,Весна
#ffd875,Aureoline Yellow CRT,255,216,117,Весна
#eddd59,aurora,237,221,89,Весна
#facb69,Australian Gold,250,203,105,Весна
#cda449,Autumn Apple Yellow,205,164,73,Весна
#dc8828,Autumn Haze,220,136,40,Весна
#d08451,Autumn Meadow,208,132,81,Весна
#db8b31,Autumn Morn,219,139,49,Весна
#ebb468,AUTUMN WREATH — KILZ – E572,235,180,104,Весна
#d9922e,autumn-blaze,217,146,46,Весна
#ff8812,autumn-glory,255,136,18,Весна
#b56a4c,autumn-leaf,181,106,76,Весна
#f38554,autumn-sunset,243,133,84,Весна
#c99c61,AZTEC YELLOW — KILZ – E542,201,156,97,Весна
#cb9d61,AZTEC YELLOW — KILZ – LD290-01,203,157,97,Весна
#c47e60,B16-6 — Ace Paint,196,126,96,Весна
#cf7e5e,B17-6 — Ace Paint,207,126,94,Весна
#dd825b,B18-6 — Ace Paint,221,130,91,Весна
#dc8e5e,B19-6 — Ace Paint,220,142,94,Весна
#f0a871,B20-5 — Ace Paint,240,168,113,Весна
#e7965b,B20-6 — Ace Paint,231,150,91,Весна
#da9357,B21-6 — Ace Paint,218,147,87,Весна
#cb7d3c,B21-7 — Ace Paint,203,125,60,Весна
#d99e58,B22-6 — Ace Paint,217,158,88,Весна
#c58841,B22-7 — Ace Paint,197,136,65,Весна
#e0a95f,B23-6 — Ace Paint,224,169,95,Весна
#e9bf6e,B24-5 — Ace Paint,233,191,110,Весна
#ddb15b,B24-6 — Ace Paint,221,177,91,Весна
#f7d071,B25-5 — Ace Paint,247,208,113,Весна
#eaba3e,B25-6 — Ace Paint,234,186,62,Весна
#dfa92d,B25-7 — Ace Paint,223,169,45,Весна
#e9c873,B26-5 — Ace Paint,233,200,115,Весна
#e4bf5b,B26-6 — Ace Paint,228,191,91,Весна
#eace69,B27-5 — Ace Paint,234,206,105,Весна
#e3be43,B27-6 — Ace Paint,227,190,67,Весна
#e7cd66,B28-5 — Ace Paint,231,205,102,Весна
#dcc159,B28-6 — Ace Paint,220,193,89,Весна
#c0b75a,B29-6 — Ace Paint,192,183,90,Весна
#c8ba63,Baby Frog,200,186,99,Весна
#d6e94b,Bahia CRT,214,233,75,Весна
#c4803e,Baked Yam,196,128,62,Весна
#d78e6b,BALCONY SUNSET — Colour Smart – MQ4-38,215,142,107,Весна
#d2b04c,bamboo,210,176,76,Весна
#f0af30,Bamboo CRT,240,175,48,Весна
#e3cf57,Banana,227,207,87,Весна
#fcb953,banana,252,185,83,Весна
#ffd12a,Banana,255,209,42,Весна
#bdaa5d,Banana Green,189,170,93,Весна
#ffe774,Banana Peel,255,231,116,Весна
#ffcf73,banana-cream,255,207,115,Весна
#f1ee61,Barberry CRT,241,238,97,Весна
#f3bd32,Barberry Yellow,243,189,50,Весна
#dd4835,Be Spontaneous,221,72,53,Весна
#eba851,beeswax,235,168,81,Весна
#f0b073,Beeswax,240,176,115,Весна
#bd6f56,BEFORE WINTER — Colour Smart – M190-6,189,111,86,Весна
