code,Название,Бюджет ($),Количество оценок на IMDb,Страна,Сборы в России ($),Время (мин.),Сборы в США ($),Жанр,Слоган,Количество оценок на Кинопоиск,Средняя оценка на Кинопоиск,Режиссер,Возраст,Премьера в мире,Средняя оценка на IMDb,Год производства,Прибыль ($),Средняя оценка,День выхода,Десятилетие
75,День сурка,14600000.0,586865,США,,101,70906973.0,фэнтези,"«Это худший день в вашей жизни. Может быть, пережить его снова?»",337093,8.109,Харольд Рэмис,12+,1993-02-04,8.0,1993,56306973.0,8.055,Четверг,1990
75,День сурка,14600000.0,586865,США,,101,70906973.0,мелодрама,"«Это худший день в вашей жизни. Может быть, пережить его снова?»",337093,8.109,Харольд Рэмис,12+,1993-02-04,8.0,1993,56306973.0,8.055,Четверг,1990
75,День сурка,14600000.0,586865,США,,101,70906973.0,комедия,"«Это худший день в вашей жизни. Может быть, пережить его снова?»",337093,8.109,Харольд Рэмис,12+,1993-02-04,8.0,1993,56306973.0,8.055,Четверг,1990
77,Парк Юрского периода,63000000.0,885839,США,2627388,127,357067947.0,приключения,«The most phenomenal discovery of our time... becomes the greatest adventure of all time»,137578,7.766,Стивен Спилберг,6+,1993-06-09,8.1,1993,294067947.0,7.933,Среда,1990
77,Парк Юрского периода,63000000.0,885839,США,2627388,127,357067947.0,фантастика,«The most phenomenal discovery of our time... becomes the greatest adventure of all time»,137578,7.766,Стивен Спилберг,6+,1993-06-09,8.1,1993,294067947.0,7.933,Среда,1990
77,Парк Юрского периода,63000000.0,885839,США,2627388,127,357067947.0,семейный,«The most phenomenal discovery of our time... becomes the greatest adventure of all time»,137578,7.766,Стивен Спилберг,6+,1993-06-09,8.1,1993,294067947.0,7.933,Среда,1990
79,Форрест Гамп,55000000.0,1854181,США,84460,142,329694499.0,драма,"«Мир уже никогда не будет прежним, после того как вы увидите его глазами Форреста Гампа»",618470,8.909,Роберт Земекис,12+,1994-06-23,8.8,1994,274694499.0,8.855,Четверг,1990
79,Форрест Гамп,55000000.0,1854181,США,84460,142,329694499.0,мелодрама,"«Мир уже никогда не будет прежним, после того как вы увидите его глазами Форреста Гампа»",618470,8.909,Роберт Земекис,12+,1994-06-23,8.8,1994,274694499.0,8.855,Четверг,1990
79,Форрест Гамп,55000000.0,1854181,США,84460,142,329694499.0,комедия,"«Мир уже никогда не будет прежним, после того как вы увидите его глазами Форреста Гампа»",618470,8.909,Роберт Земекис,12+,1994-06-23,8.8,1994,274694499.0,8.855,Четверг,1990
79,Форрест Гамп,55000000.0,1854181,США,84460,142,329694499.0,история,"«Мир уже никогда не будет прежним, после того как вы увидите его глазами Форреста Гампа»",618470,8.909,Роберт Земекис,12+,1994-06-23,8.8,1994,274694499.0,8.855,Четверг,1990
79,Форрест Гамп,55000000.0,1854181,США,84460,142,329694499.0,военный,"«Мир уже никогда не будет прежним, после того как вы увидите его глазами Форреста Гампа»",618470,8.909,Роберт Земекис,12+,1994-06-23,8.8,1994,274694499.0,8.855,Четверг,1990
81,Маска,23000000.0,354040,США,,101,119938730.0,комедия,«Был никем - стал героем»,276163,7.973,Чак Рассел,12+,1994-07-28,6.9,1994,96938730.0,7.437,Четверг,1990
81,Маска,23000000.0,354040,США,,101,119938730.0,фэнтези,«Был никем - стал героем»,276163,7.973,Чак Рассел,12+,1994-07-28,6.9,1994,96938730.0,7.437,Четверг,1990
81,Маска,23000000.0,354040,США,,101,119938730.0,криминал,«Был никем - стал героем»,276163,7.973,Чак Рассел,12+,1994-07-28,6.9,1994,96938730.0,7.437,Четверг,1990
86,Джуманджи,65000000.0,315404,США,,104,100475249.0,фэнтези,«Эта игра заставит Вас поверить в чудеса»,185692,7.845,Джо Джонстон,0+,1995-12-15,7.0,1995,35475249.0,7.422,Пятница,1990
86,Джуманджи,65000000.0,315404,США,,104,100475249.0,комедия,«Эта игра заставит Вас поверить в чудеса»,185692,7.845,Джо Джонстон,0+,1995-12-15,7.0,1995,35475249.0,7.422,Пятница,1990
86,Джуманджи,65000000.0,315404,США,,104,100475249.0,приключения,«Эта игра заставит Вас поверить в чудеса»,185692,7.845,Джо Джонстон,0+,1995-12-15,7.0,1995,35475249.0,7.422,Пятница,1990
86,Джуманджи,65000000.0,315404,США,,104,100475249.0,семейный,«Эта игра заставит Вас поверить в чудеса»,185692,7.845,Джо Джонстон,0+,1995-12-15,7.0,1995,35475249.0,7.422,Пятница,1990
87,Эйс Вентура 2: Когда зовет природа,30000000.0,205110,США,,90,108385533.0,комедия,"«Новые животные, новые приключения, та же прическа»",100534,7.348,Стив Одекерк,12+,1995-11-08,6.4,1995,78385533.0,6.874,Среда,1990
87,Эйс Вентура 2: Когда зовет природа,30000000.0,205110,США,,90,108385533.0,детектив,"«Новые животные, новые приключения, та же прическа»",100534,7.348,Стив Одекерк,12+,1995-11-08,6.4,1995,78385533.0,6.874,Среда,1990
87,Эйс Вентура 2: Когда зовет природа,30000000.0,205110,США,,90,108385533.0,приключения,"«Новые животные, новые приключения, та же прическа»",100534,7.348,Стив Одекерк,12+,1995-11-08,6.4,1995,78385533.0,6.874,Среда,1990
99,День независимости,75000000.0,534942,США,,145,306169268.0,фантастика,"«We've always believed we weren't alone. On July 4th, we'll wish we were»",137373,7.604,Роланд Эммерих,12+,1996-06-25,7.0,1996,231169268.0,7.302,Вторник,1990
99,День независимости,75000000.0,534942,США,,145,306169268.0,боевик,"«We've always believed we weren't alone. On July 4th, we'll wish we were»",137373,7.604,Роланд Эммерих,12+,1996-06-25,7.0,1996,231169268.0,7.302,Вторник,1990
99,День независимости,75000000.0,534942,США,,145,306169268.0,приключения,"«We've always believed we weren't alone. On July 4th, we'll wish we were»",137373,7.604,Роланд Эммерих,12+,1996-06-25,7.0,1996,231169268.0,7.302,Вторник,1990
100,Гаттака,36000000.0,285134,США,,106,12339633.0,фантастика,«Каждая молекула вашего тела может предать вас»,138100,7.951,Эндрю Никкол,12+,1997-09-07,7.8,1997,-23660367.0,7.875,Воскресенье,1990
100,Гаттака,36000000.0,285134,США,,106,12339633.0,драма,«Каждая молекула вашего тела может предать вас»,138100,7.951,Эндрю Никкол,12+,1997-09-07,7.8,1997,-23660367.0,7.875,Воскресенье,1990
100,Гаттака,36000000.0,285134,США,,106,12339633.0,мелодрама,«Каждая молекула вашего тела может предать вас»,138100,7.951,Эндрю Никкол,12+,1997-09-07,7.8,1997,-23660367.0,7.875,Воскресенье,1990
100,Гаттака,36000000.0,285134,США,,106,12339633.0,детектив,«Каждая молекула вашего тела может предать вас»,138100,7.951,Эндрю Никкол,12+,1997-09-07,7.8,1997,-23660367.0,7.875,Воскресенье,1990
102,Люди в черном,90000000.0,524218,США,540000,98,250690539.0,фантастика,«Они защищают Землю от отбросов Вселенной»,284284,7.972,Барри Зонненфельд,12+,1997-06-25,7.3,1997,160690539.0,7.636,Среда,1990
102,Люди в черном,90000000.0,524218,США,540000,98,250690539.0,боевик,«Они защищают Землю от отбросов Вселенной»,284284,7.972,Барри Зонненфельд,12+,1997-06-25,7.3,1997,160690539.0,7.636,Среда,1990
102,Люди в черном,90000000.0,524218,США,540000,98,250690539.0,комедия,«Они защищают Землю от отбросов Вселенной»,284284,7.972,Барри Зонненфельд,12+,1997-06-25,7.3,1997,160690539.0,7.636,Среда,1990
102,Люди в черном,90000000.0,524218,США,540000,98,250690539.0,приключения,«Они защищают Землю от отбросов Вселенной»,284284,7.972,Барри Зонненфельд,12+,1997-06-25,7.3,1997,160690539.0,7.636,Среда,1990
105,"Лжец, лжец",45000000.0,286965,США,,86,181410615.0,комедия,«Верьте мне»,139536,7.742,Том Шэдьяк,12+,1997-03-18,6.9,1997,136410615.0,7.321,Вторник,1990
105,"Лжец, лжец",45000000.0,286965,США,,86,181410615.0,фэнтези,«Верьте мне»,139536,7.742,Том Шэдьяк,12+,1997-03-18,6.9,1997,136410615.0,7.321,Вторник,1990
110,Жизнь прекрасна,20000000.0,637495,Италия,230000,116,57247384.0,военный,"«An unforgettable fable that proves love, family and imagination conquer all»",208374,8.617,Роберто Бениньи,12+,1997-12-20,8.6,1997,37247384.0,8.608,Суббота,1990
110,Жизнь прекрасна,20000000.0,637495,Италия,230000,116,57247384.0,комедия,"«An unforgettable fable that proves love, family and imagination conquer all»",208374,8.617,Роберто Бениньи,12+,1997-12-20,8.6,1997,37247384.0,8.608,Суббота,1990
110,Жизнь прекрасна,20000000.0,637495,Италия,230000,116,57247384.0,драма,"«An unforgettable fable that proves love, family and imagination conquer all»",208374,8.617,Роберто Бениньи,12+,1997-12-20,8.6,1997,37247384.0,8.608,Суббота,1990
110,Жизнь прекрасна,20000000.0,637495,Италия,230000,116,57247384.0,мелодрама,"«An unforgettable fable that proves love, family and imagination conquer all»",208374,8.617,Роберто Бениньи,12+,1997-12-20,8.6,1997,37247384.0,8.608,Суббота,1990
112,Титаник,200000000.0,1069262,США,18400000,194,600788188.0,мелодрама,«Ничто на Земле не сможет разлучить их»,558734,8.362,Джеймс Кэмерон,12+,1997-11-01,7.8,1997,400788188.0,8.081,Суббота,1990
112,Титаник,200000000.0,1069262,США,18400000,194,600788188.0,история,«Ничто на Земле не сможет разлучить их»,558734,8.362,Джеймс Кэмерон,12+,1997-11-01,7.8,1997,400788188.0,8.081,Суббота,1990
