Код фильма,Название фильма,Рейтинг эмоции,Эмоция,Жанр,Рейтинг фильма,rating
16,Планета Ка-Пэкс,7.2,Странный,Драма,7.4,7.300000000000001
16,Планета Ка-Пэкс,7.2,Странный,Фантастика,7.4,7.300000000000001
16,Планета Ка-Пэкс,6.6,Волнительный,Драма,7.4,7.0
16,Планета Ка-Пэкс,6.6,Волнительный,Фантастика,7.4,7.0
16,Планета Ка-Пэкс,6.4,Добрый,Драма,7.4,6.9
16,Планета Ка-Пэкс,6.4,Добрый,Фантастика,7.4,6.9
20,Искусственный разум,7.9,Умный,Драма,7.2,7.550000000000001
20,Искусственный разум,7.9,Умный,Приключения,7.2,7.550000000000001
20,Искусственный разум,7.9,Умный,Фантастика,7.2,7.550000000000001
20,Искусственный разум,6.8,Трогательный,Драма,7.2,7.0
20,Искусственный разум,6.8,Трогательный,Приключения,7.2,7.0
20,Искусственный разум,6.8,Трогательный,Фантастика,7.2,7.0
20,Искусственный разум,6.6,Вдохновляющий,Драма,7.2,6.9
20,Искусственный разум,6.6,Вдохновляющий,Приключения,7.2,6.9
20,Искусственный разум,6.6,Вдохновляющий,Фантастика,7.2,6.9
36,"Этот безумный, безумный, безумный, безумный мир",7.4,Атмосферный,Комедия,7.5,7.45
36,"Этот безумный, безумный, безумный, безумный мир",7.4,Атмосферный,Боевик,7.5,7.45
36,"Этот безумный, безумный, безумный, безумный мир",7.4,Атмосферный,Криминал,7.5,7.45
36,"Этот безумный, безумный, безумный, безумный мир",7.4,Атмосферный,Приключения,7.5,7.45
36,"Этот безумный, безумный, безумный, безумный мир",6.3,Вдохновляющий,Комедия,7.5,6.9
36,"Этот безумный, безумный, безумный, безумный мир",6.3,Вдохновляющий,Боевик,7.5,6.9
36,"Этот безумный, безумный, безумный, безумный мир",6.3,Вдохновляющий,Криминал,7.5,6.9
36,"Этот безумный, безумный, безумный, безумный мир",6.3,Вдохновляющий,Приключения,7.5,6.9
36,"Этот безумный, безумный, безумный, безумный мир",6.0,Смешной,Комедия,7.5,6.75
36,"Этот безумный, безумный, безумный, безумный мир",6.0,Смешной,Боевик,7.5,6.75
36,"Этот безумный, безумный, безумный, безумный мир",6.0,Смешной,Криминал,7.5,6.75
36,"Этот безумный, безумный, безумный, безумный мир",6.0,Смешной,Приключения,7.5,6.75
38,В поисках галактики,6.7,Добрый,Комедия,7.3,7.0
38,В поисках галактики,6.7,Добрый,Семейный,7.3,7.0
38,В поисках галактики,6.7,Добрый,Приключения,7.3,7.0
38,В поисках галактики,6.7,Добрый,Фантастика,7.3,7.0
38,В поисках галактики,6.0,Глупый,Комедия,7.3,6.65
38,В поисках галактики,6.0,Глупый,Семейный,7.3,6.65
38,В поисках галактики,6.0,Глупый,Приключения,7.3,6.65
38,В поисках галактики,6.0,Глупый,Фантастика,7.3,6.65
38,В поисках галактики,5.4,Странный,Комедия,7.3,6.35
38,В поисках галактики,5.4,Странный,Семейный,7.3,6.35
38,В поисках галактики,5.4,Странный,Приключения,7.3,6.35
38,В поисках галактики,5.4,Странный,Фантастика,7.3,6.35
41,Общество мёртвых поэтов,7.4,Умный,Драма,8.1,7.75
41,Общество мёртвых поэтов,6.6,Атмосферный,Драма,8.1,7.35
41,Общество мёртвых поэтов,6.3,Вдохновляющий,Драма,8.1,7.199999999999999
42,8 с половиной,7.5,Умный,Драма,8.0,7.75
42,8 с половиной,7.5,Умный,Фэнтези,8.0,7.75
42,8 с половиной,6.5,Волнительный,Драма,8.0,7.25
42,8 с половиной,6.5,Волнительный,Фэнтези,8.0,7.25
42,8 с половиной,6.3,Атмосферный,Драма,8.0,7.15
42,8 с половиной,6.3,Атмосферный,Фэнтези,8.0,7.15
45,Назад в будущее III,8.5,Добрый,Комедия,7.4,7.95
45,Назад в будущее III,8.5,Добрый,Приключения,7.4,7.95
45,Назад в будущее III,8.5,Добрый,Фантастика,7.4,7.95
45,Назад в будущее III,6.3,Волнительный,Комедия,7.4,6.85
45,Назад в будущее III,6.3,Волнительный,Приключения,7.4,6.85
45,Назад в будущее III,6.3,Волнительный,Фантастика,7.4,6.85
45,Назад в будущее III,5.6,Вдохновляющий,Комедия,7.4,6.5
45,Назад в будущее III,5.6,Вдохновляющий,Приключения,7.4,6.5
45,Назад в будущее III,5.6,Вдохновляющий,Фантастика,7.4,6.5
49,Bicentennial Man,7.7,Трогательный,Драма,6.9,7.300000000000001
49,Bicentennial Man,7.7,Трогательный,Комедия,6.9,7.300000000000001
49,Bicentennial Man,7.7,Трогательный,Фантастика,6.9,7.300000000000001
49,Bicentennial Man,7.5,Добрый,Драма,6.9,7.2
49,Bicentennial Man,7.5,Добрый,Комедия,6.9,7.2
49,Bicentennial Man,7.5,Добрый,Фантастика,6.9,7.2
49,Bicentennial Man,6.4,Умный,Драма,6.9,6.65
49,Bicentennial Man,6.4,Умный,Комедия,6.9,6.65
49,Bicentennial Man,6.4,Умный,Фантастика,6.9,6.65
52,Таймлесс 3: Изумрудная книга,7.8,Романтичный,Фэнтези,6.0,6.9
52,Таймлесс 3: Изумрудная книга,7.3,Добрый,Фэнтези,6.0,6.65
52,Таймлесс 3: Изумрудная книга,5.3,Трогательный,Фэнтези,6.0,5.65
63,Корпорация «Еда»,5.8,Странный,Документальный,7.8,6.8
63,Корпорация «Еда»,5.6,Вдохновляющий,Документальный,7.8,6.699999999999999
63,Корпорация «Еда»,5.4,Смешной,Документальный,7.8,6.6
73,Человек-муравей и Оса,6.5,Волнительный,Боевик,7.0,6.75
73,Человек-муравей и Оса,6.5,Волнительный,Приключения,7.0,6.75
73,Человек-муравей и Оса,6.5,Волнительный,Фантастика,7.0,6.75
73,Человек-муравей и Оса,5.7,Атмосферный,Боевик,7.0,6.35
73,Человек-муравей и Оса,5.7,Атмосферный,Приключения,7.0,6.35
73,Человек-муравей и Оса,5.7,Атмосферный,Фантастика,7.0,6.35
73,Человек-муравей и Оса,5.5,Добрый,Боевик,7.0,6.25
73,Человек-муравей и Оса,5.5,Добрый,Приключения,7.0,6.25
73,Человек-муравей и Оса,5.5,Добрый,Фантастика,7.0,6.25
74,Настоящие гении,6.4,Вдохновляющий,Комедия,7.0,6.7
74,Настоящие гении,6.4,Вдохновляющий,Мелодрама,7.0,6.7
74,Настоящие гении,6.4,Вдохновляющий,Фантастика,7.0,6.7
74,Настоящие гении,6.1,Волнительный,Комедия,7.0,6.55
74,Настоящие гении,6.1,Волнительный,Мелодрама,7.0,6.55
74,Настоящие гении,6.1,Волнительный,Фантастика,7.0,6.55
74,Настоящие гении,5.7,Трогательный,Комедия,7.0,6.35
74,Настоящие гении,5.7,Трогательный,Мелодрама,7.0,6.35
74,Настоящие гении,5.7,Трогательный,Фантастика,7.0,6.35
76,Зеркало,7.7,Трогательный,Драма,8.1,7.9
76,Зеркало,7.7,Трогательный,История,8.1,7.9
76,Зеркало,6.9,Волнительный,Драма,8.1,7.5
76,Зеркало,6.9,Волнительный,История,8.1,7.5
76,Зеркало,5.4,Добрый,Драма,8.1,6.75
76,Зеркало,5.4,Добрый,История,8.1,6.75
77,Крупная рыба,6.8,Трогательный,Драма,8.0,7.4
77,Крупная рыба,6.8,Трогательный,Приключения,8.0,7.4
77,Крупная рыба,6.8,Трогательный,Фэнтези,8.0,7.4
77,Крупная рыба,6.3,Добрый,Драма,8.0,7.15
77,Крупная рыба,6.3,Добрый,Приключения,8.0,7.15
77,Крупная рыба,6.3,Добрый,Фэнтези,8.0,7.15
77,Крупная рыба,5.5,Вдохновляющий,Драма,8.0,6.75
77,Крупная рыба,5.5,Вдохновляющий,Приключения,8.0,6.75
77,Крупная рыба,5.5,Вдохновляющий,Фэнтези,8.0,6.75
78,"Я, Дэниел Блэйк",6.9,Добрый,Драма,7.9,7.4
78,"Я, Дэниел Блэйк",6.2,Трогательный,Драма,7.9,7.050000000000001
78,"Я, Дэниел Блэйк",5.5,Вдохновляющий,Драма,7.9,6.7
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.7,Волнительный,Драма,7.9,7.300000000000001
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.7,Волнительный,Триллер,7.9,7.300000000000001
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.7,Волнительный,Криминал,7.9,7.300000000000001
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.1,Трогательный,Драма,7.9,7.0
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.1,Трогательный,Триллер,7.9,7.0
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.1,Трогательный,Криминал,7.9,7.0
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.0,Романтичный,Драма,7.9,6.95
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.0,Романтичный,Триллер,7.9,6.95
83,"Ревущие двадцатые, или Судьба солдата в Америке",6.0,Романтичный,Криминал,7.9,6.95
89,Человек-муравей,7.2,Атмосферный,Боевик,7.3,7.25
89,Человек-муравей,7.2,Атмосферный,Приключения,7.3,7.25
89,Человек-муравей,7.2,Атмосферный,Фантастика,7.3,7.25
89,Человек-муравей,5.5,Волнительный,Боевик,7.3,6.4
89,Человек-муравей,5.5,Волнительный,Приключения,7.3,6.4
89,Человек-муравей,5.5,Волнительный,Фантастика,7.3,6.4
89,Человек-муравей,5.0,Смешной,Боевик,7.3,6.15
89,Человек-муравей,5.0,Смешной,Приключения,7.3,6.15
89,Человек-муравей,5.0,Смешной,Фантастика,7.3,6.15
103,День сурка,8.5,Романтичный,Драма,8.0,8.25
103,День сурка,8.5,Романтичный,Комедия,8.0,8.25
103,День сурка,8.5,Романтичный,Мелодрама,8.0,8.25
103,День сурка,8.5,Романтичный,Фэнтези,8.0,8.25
103,День сурка,8.2,Добрый,Драма,8.0,8.1
103,День сурка,8.2,Добрый,Комедия,8.0,8.1
103,День сурка,8.2,Добрый,Мелодрама,8.0,8.1
103,День сурка,8.2,Добрый,Фэнтези,8.0,8.1
103,День сурка,7.2,Смешной,Драма,8.0,7.6
103,День сурка,7.2,Смешной,Комедия,8.0,7.6
103,День сурка,7.2,Смешной,Мелодрама,8.0,7.6
103,День сурка,7.2,Смешной,Фэнтези,8.0,7.6
104,Пираты Карибского моря: На краю света,8.6,Атмосферный,Боевик,7.1,7.85
104,Пираты Карибского моря: На краю света,8.6,Атмосферный,Приключения,7.1,7.85
104,Пираты Карибского моря: На краю света,8.6,Атмосферный,Фэнтези,7.1,7.85
104,Пираты Карибского моря: На краю света,7.5,Смешной,Боевик,7.1,7.3
104,Пираты Карибского моря: На краю света,7.5,Смешной,Приключения,7.1,7.3
104,Пираты Карибского моря: На краю света,7.5,Смешной,Фэнтези,7.1,7.3
104,Пираты Карибского моря: На краю света,6.8,Волнительный,Боевик,7.1,6.949999999999999
104,Пираты Карибского моря: На краю света,6.8,Волнительный,Приключения,7.1,6.949999999999999
104,Пираты Карибского моря: На краю света,6.8,Волнительный,Фэнтези,7.1,6.949999999999999
105,Индиана Джонс: В поисках утраченного ковчега,7.3,Атмосферный,Боевик,8.4,7.85
105,Индиана Джонс: В поисках утраченного ковчега,7.3,Атмосферный,Приключения,8.4,7.85
105,Индиана Джонс: В поисках утраченного ковчега,6.9,Добрый,Боевик,8.4,7.65
105,Индиана Джонс: В поисках утраченного ковчега,6.9,Добрый,Приключения,8.4,7.65
105,Индиана Джонс: В поисках утраченного ковчега,6.8,Вдохновляющий,Боевик,8.4,7.6
105,Индиана Джонс: В поисках утраченного ковчега,6.8,Вдохновляющий,Приключения,8.4,7.6
109,Назад в будущее,8.7,Добрый,Комедия,8.5,8.6
109,Назад в будущее,8.7,Добрый,Семейный,8.5,8.6
109,Назад в будущее,8.7,Добрый,Приключения,8.5,8.6
109,Назад в будущее,8.7,Добрый,Фантастика,8.5,8.6
109,Назад в будущее,6.8,Смешной,Комедия,8.5,7.65
109,Назад в будущее,6.8,Смешной,Семейный,8.5,7.65
109,Назад в будущее,6.8,Смешной,Приключения,8.5,7.65
109,Назад в будущее,6.8,Смешной,Фантастика,8.5,7.65
109,Назад в будущее,6.4,Умный,Комедия,8.5,7.45
109,Назад в будущее,6.4,Умный,Семейный,8.5,7.45
109,Назад в будущее,6.4,Умный,Приключения,8.5,7.45
109,Назад в будущее,6.4,Умный,Фантастика,8.5,7.45
110,Мальчик в полосатой пижаме,8.8,Грустный,Драма,7.8,8.3
110,Мальчик в полосатой пижаме,8.8,Грустный,Военный,7.8,8.3
110,Мальчик в полосатой пижаме,8.3,Волнительный,Драма,7.8,8.05
110,Мальчик в полосатой пижаме,8.3,Волнительный,Военный,7.8,8.05
110,Мальчик в полосатой пижаме,8.0,Трогательный,Драма,7.8,7.9
110,Мальчик в полосатой пижаме,8.0,Трогательный,Военный,7.8,7.9
111,Назад в будущее II,8.3,Добрый,Комедия,7.8,8.05
111,Назад в будущее II,8.3,Добрый,Семейный,7.8,8.05
111,Назад в будущее II,8.3,Добрый,Приключения,7.8,8.05
111,Назад в будущее II,8.3,Добрый,Фантастика,7.8,8.05
111,Назад в будущее II,6.9,Смешной,Комедия,7.8,7.35
111,Назад в будущее II,6.9,Смешной,Семейный,7.8,7.35
111,Назад в будущее II,6.9,Смешной,Приключения,7.8,7.35
111,Назад в будущее II,6.9,Смешной,Фантастика,7.8,7.35
111,Назад в будущее II,6.0,Атмосферный,Комедия,7.8,6.9
111,Назад в будущее II,6.0,Атмосферный,Семейный,7.8,6.9
111,Назад в будущее II,6.0,Атмосферный,Приключения,7.8,6.9
111,Назад в будущее II,6.0,Атмосферный,Фантастика,7.8,6.9
114,Гарри Поттер и орден Феникса,8.4,Атмосферный,Приключения,7.5,7.95
114,Гарри Поттер и орден Феникса,8.4,Атмосферный,Детектив,7.5,7.95
114,Гарри Поттер и орден Феникса,8.4,Атмосферный,Фэнтези,7.5,7.95
114,Гарри Поттер и орден Феникса,7.6,Добрый,Приключения,7.5,7.55
114,Гарри Поттер и орден Феникса,7.6,Добрый,Детектив,7.5,7.55
114,Гарри Поттер и орден Феникса,7.6,Добрый,Фэнтези,7.5,7.55
114,Гарри Поттер и орден Феникса,7.1,Волнительный,Приключения,7.5,7.3
114,Гарри Поттер и орден Феникса,7.1,Волнительный,Детектив,7.5,7.3
114,Гарри Поттер и орден Феникса,7.1,Волнительный,Фэнтези,7.5,7.3
115,Авиатор,8.1,Вдохновляющий,Драма,7.5,7.8
115,Авиатор,7.4,Атмосферный,Драма,7.5,7.45
115,Авиатор,6.4,Волнительный,Драма,7.5,6.95
116,Пираты Карибского моря: Сундук мертвеца,7.8,Атмосферный,Боевик,7.3,7.55
116,Пираты Карибского моря: Сундук мертвеца,7.8,Атмосферный,Приключения,7.3,7.55
116,Пираты Карибского моря: Сундук мертвеца,7.8,Атмосферный,Фэнтези,7.3,7.55
116,Пираты Карибского моря: Сундук мертвеца,7.1,Смешной,Боевик,7.3,7.199999999999999
116,Пираты Карибского моря: Сундук мертвеца,7.1,Смешной,Приключения,7.3,7.199999999999999
116,Пираты Карибского моря: Сундук мертвеца,7.1,Смешной,Фэнтези,7.3,7.199999999999999
116,Пираты Карибского моря: Сундук мертвеца,6.8,Волнительный,Боевик,7.3,7.05
116,Пираты Карибского моря: Сундук мертвеца,6.8,Волнительный,Приключения,7.3,7.05
116,Пираты Карибского моря: Сундук мертвеца,6.8,Волнительный,Фэнтези,7.3,7.05
121,Шоу Трумана,8.3,Трогательный,Драма,8.1,8.2
121,Шоу Трумана,8.3,Трогательный,Комедия,8.1,8.2
121,Шоу Трумана,7.8,Добрый,Драма,8.1,7.949999999999999
121,Шоу Трумана,7.8,Добрый,Комедия,8.1,7.949999999999999
121,Шоу Трумана,6.7,Смешной,Драма,8.1,7.4
121,Шоу Трумана,6.7,Смешной,Комедия,8.1,7.4
123,Артист,8.2,Романтичный,Драма,7.9,8.05
123,Артист,8.2,Романтичный,Комедия,7.9,8.05
123,Артист,8.2,Романтичный,Мелодрама,7.9,8.05
123,Артист,6.8,Вдохновляющий,Драма,7.9,7.35
123,Артист,6.8,Вдохновляющий,Комедия,7.9,7.35
123,Артист,6.8,Вдохновляющий,Мелодрама,7.9,7.35
123,Артист,6.3,Добрый,Драма,7.9,7.1
123,Артист,6.3,Добрый,Комедия,7.9,7.1
123,Артист,6.3,Добрый,Мелодрама,7.9,7.1
125,Маленькие женщины,7.8,Трогательный,Драма,7.8,7.8
125,Маленькие женщины,7.8,Трогательный,Мелодрама,7.8,7.8
125,Маленькие женщины,7.5,Романтичный,Драма,7.8,7.65
125,Маленькие женщины,7.5,Романтичный,Мелодрама,7.8,7.65
125,Маленькие женщины,7.4,Добрый,Драма,7.8,7.6
125,Маленькие женщины,7.4,Добрый,Мелодрама,7.8,7.6
130,Ограбление по-итальянски,7.3,Волнительный,Комедия,7.3,7.3
130,Ограбление по-итальянски,7.3,Волнительный,Боевик,7.3,7.3
130,Ограбление по-итальянски,7.3,Волнительный,Триллер,7.3,7.3
130,Ограбление по-итальянски,7.3,Волнительный,Криминал,7.3,7.3
130,Ограбление по-итальянски,6.9,Умный,Комедия,7.3,7.1
130,Ограбление по-итальянски,6.9,Умный,Боевик,7.3,7.1
130,Ограбление по-итальянски,6.9,Умный,Триллер,7.3,7.1
130,Ограбление по-итальянски,6.9,Умный,Криминал,7.3,7.1
130,Ограбление по-итальянски,6.6,Атмосферный,Комедия,7.3,6.949999999999999
130,Ограбление по-итальянски,6.6,Атмосферный,Боевик,7.3,6.949999999999999
130,Ограбление по-итальянски,6.6,Атмосферный,Триллер,7.3,6.949999999999999
130,Ограбление по-итальянски,6.6,Атмосферный,Криминал,7.3,6.949999999999999
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,8.7,Атмосферный,Боевик,8.0,8.35
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,8.7,Атмосферный,Приключения,8.0,8.35
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,8.7,Атмосферный,Фэнтези,8.0,8.35
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,7.3,Смешной,Боевик,8.0,7.65
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,7.3,Смешной,Приключения,8.0,7.65
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,7.3,Смешной,Фэнтези,8.0,7.65
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,5.9,Романтичный,Боевик,8.0,6.95
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,5.9,Романтичный,Приключения,8.0,6.95
135,Пираты Карибского моря: Проклятие Чёрной жемчужины,5.9,Романтичный,Фэнтези,8.0,6.95
136,Миллионер из трущоб,8.5,Трогательный,Драма,8.0,8.25
136,Миллионер из трущоб,8.5,Трогательный,Мелодрама,8.0,8.25
136,Миллионер из трущоб,7.6,Волнительный,Драма,8.0,7.8
136,Миллионер из трущоб,7.6,Волнительный,Мелодрама,8.0,7.8
136,Миллионер из трущоб,7.1,Вдохновляющий,Драма,8.0,7.55
136,Миллионер из трущоб,7.1,Вдохновляющий,Мелодрама,8.0,7.55
137,Гарри Поттер и узник Азкабана,8.0,Добрый,Приключения,7.9,7.95
137,Гарри Поттер и узник Азкабана,8.0,Добрый,Фэнтези,7.9,7.95
137,Гарри Поттер и узник Азкабана,7.6,Атмосферный,Приключения,7.9,7.75
137,Гарри Поттер и узник Азкабана,7.6,Атмосферный,Фэнтези,7.9,7.75
137,Гарри Поттер и узник Азкабана,6.5,Волнительный,Приключения,7.9,7.2
137,Гарри Поттер и узник Азкабана,6.5,Волнительный,Фэнтези,7.9,7.2
138,Изгой,7.7,Трогательный,Драма,7.8,7.75
138,Изгой,7.7,Трогательный,Приключения,7.8,7.75
138,Изгой,7.7,Вдохновляющий,Драма,7.8,7.75
138,Изгой,7.7,Вдохновляющий,Приключения,7.8,7.75
138,Изгой,7.7,Волнительный,Драма,7.8,7.75
138,Изгой,7.7,Волнительный,Приключения,7.8,7.75
139,Величайший шоумен,7.4,Трогательный,Драма,7.6,7.5
139,Величайший шоумен,7.1,Добрый,Драма,7.6,7.35
139,Величайший шоумен,6.8,Вдохновляющий,Драма,7.6,7.199999999999999
144,Август,6.8,Волнительный,Драма,7.2,7.0
144,Август,6.8,Волнительный,Комедия,7.2,7.0
144,Август,6.5,Умный,Драма,7.2,6.85
144,Август,6.5,Умный,Комедия,7.2,6.85
144,Август,6.4,Вдохновляющий,Драма,7.2,6.800000000000001
144,Август,6.4,Вдохновляющий,Комедия,7.2,6.800000000000001
145,Новый Человек-паук,7.2,Волнительный,Боевик,6.9,7.050000000000001
145,Новый Человек-паук,7.2,Волнительный,Приключения,6.9,7.050000000000001
145,Новый Человек-паук,7.2,Волнительный,Фэнтези,6.9,7.050000000000001
145,Новый Человек-паук,6.4,Атмосферный,Боевик,6.9,6.65
145,Новый Человек-паук,6.4,Атмосферный,Приключения,6.9,6.65
145,Новый Человек-паук,6.4,Атмосферный,Фэнтези,6.9,6.65
145,Новый Человек-паук,6.2,Вдохновляющий,Боевик,6.9,6.550000000000001
145,Новый Человек-паук,6.2,Вдохновляющий,Приключения,6.9,6.550000000000001
145,Новый Человек-паук,6.2,Вдохновляющий,Фэнтези,6.9,6.550000000000001
157,Благодетель,7.0,Добрый,Драма,7.2,7.1
157,Благодетель,7.0,Добрый,Триллер,7.2,7.1
157,Благодетель,7.0,Добрый,Криминал,7.2,7.1
157,Благодетель,6.9,Трогательный,Драма,7.2,7.050000000000001
157,Благодетель,6.9,Трогательный,Триллер,7.2,7.050000000000001
157,Благодетель,6.9,Трогательный,Криминал,7.2,7.050000000000001
157,Благодетель,6.4,Волнительный,Драма,7.2,6.800000000000001
157,Благодетель,6.4,Волнительный,Триллер,7.2,6.800000000000001
157,Благодетель,6.4,Волнительный,Криминал,7.2,6.800000000000001
160,Рука на миллион,7.4,Вдохновляющий,Драма,7.0,7.2
160,Рука на миллион,6.1,Добрый,Драма,7.0,6.55
